Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
AVASTIN SOLN 100 MG/4ML [bevacizumab],4,MB
AVASTIN SOLN 400 MG/16ML [bevacizumab],4,MB
azacitidine susr 100 mg,1,MB
BENDEKA SOLN 100 MG/4ML [bendamustine hcl],2,"QL - 30 day(s),MB"
bicalutamide tabs 50 mg,1,OC
BICNU SOLR 100 MG [carmustine],2,MB
bleomycin sulfate solr 15 unit,1,MB
bleomycin sulfate solr 30 unit,1,MB
BLINCYTO SOLR 35 MCG [blinatumomab],4,"QL - 30 day(s),MB"
CABOMETYX TABS 20 MG [cabozantinib s-malate],4,"QL - 30 day(s),OC"
CABOMETYX TABS 40 MG [cabozantinib s-malate],4,"QL - 30 day(s),OC"
CABOMETYX TABS 60 MG [cabozantinib s-malate],4,"QL - 30 day(s),OC"
CAMPTOSAR SOLN 100 MG/5ML [irinotecan hcl],2,MB
CAMPTOSAR SOLN 40 MG/2ML [irinotecan hcl],2,MB
capecitabine tabs 150 mg,1,"QL - 30 day(s),OC"
capecitabine tabs 500 mg,1,"QL - 30 day(s),OC"
CAPRELSA TABS 100 MG [vandetanib],4,"QL - 30 day(s),LD,OC"
CAPRELSA TABS 300 MG [vandetanib],4,"QL - 30 day(s),LD,OC"
carmustine solr 100 mg,1,MB
cisplatin soln 100 mg/100ml,1,MB
cisplatin soln 50 mg/50ml,1,MB
cladribine soln 10 mg/10ml,1,MB
COMETRIQ (100 MG DAILY DOSE) KIT 1 X 80 & 1 X 20 MG [cabozantinib s-malate],4,"QL - 30 day(s),LD,OC"
COMETRIQ (140 MG DAILY DOSE) KIT 1 X 80 & 3 X 20 MG [cabozantinib s-malate],4,"QL - 30 day(s),LD,OC"
COMETRIQ (60 MG DAILY DOSE) KIT 20 MG [cabozantinib s-malate],4,"QL - 30 day(s),LD,OC"
COPIKTRA CAPS 15 MG [duvelisib],4,"QL - 30 day(s),OC"
COPIKTRA CAPS 25 MG [duvelisib],4,"QL - 30 day(s),OC"
COSMEGEN SOLR 0.5 MG [dactinomycin],4,MB
COTELLIC TABS 20 MG [cobimetinib fumarate],4,"QL - 30 day(s),OC"
CYCLOPHOSPHAMIDE CAPS 25 MG [cyclophosphamide],2,OC
CYCLOPHOSPHAMIDE CAPS 50 MG [cyclophosphamide],1,OC
cyclophosphamide solr 1 gm,1,MB
cyclophosphamide solr 2 gm,1,MB
cyclophosphamide solr 500 mg,1,MB
CYRAMZA SOLN 100 MG/10ML [ramucirumab],4,"QL - 30 day(s),MB"
CYRAMZA SOLN 500 MG/50ML [ramucirumab],4,"QL - 30 day(s),MB"
cytarabine (pf) soln 100 mg/ml,1,MB
cytarabine (pf) soln 20 mg/ml,1,MB
cytarabine soln 20 mg/ml,1,MB
dacarbazine solr 100 mg,2,MB
dacarbazine solr 200 mg,1,MB
DACOGEN SOLR 50 MG [decitabine],4,MB
DARZALEX SOLN 100 MG/5ML [daratumumab],4,"QL - 30 day(s),MB"
DARZALEX SOLN 400 MG/20ML [daratumumab],4,"QL - 30 day(s),MB"
daunorubicin hcl soln 20 mg/4ml,1,MB
DEPOCYT SUSP 50 MG/5ML [cytarabine liposome],2,MB
DOCETAXEL (NON-ALCOHOL) SOLN 160 MG/8ML [docetaxel],2,"QL - 30 day(s),MB"
DOCETAXEL (NON-ALCOHOL) SOLN 20 MG/ML [docetaxel],2,"QL - 30 day(s),MB"
DOCETAXEL (NON-ALCOHOL) SOLN 80 MG/4ML [docetaxel],4,"QL - 30 day(s),MB"
docetaxel conc 80 mg/4ml,1,MB
DOXIL INJ 2 MG/ML [doxorubicin hcl liposomal],2,MB
doxorubicin hcl liposomal inj 2 mg/ml,1,MB
doxorubicin hcl soln 2 mg/ml,1,MB
doxorubicin hcl solr 10 mg,1,MB
doxorubicin hcl solr 50 mg,1,MB
EMCYT CAPS 140 MG [estramustine phosphate sodium],4,"QL - 30 day(s),OC"
ERBITUX SOLN 100 MG/50ML [cetuximab],4,MB
ERBITUX SOLN 200 MG/100ML [cetuximab],4,MB
ERIVEDGE CAPS 150 MG [vismodegib],4,"QL - 30 day(s),OC"
erlotinib hcl tabs 100 mg,1,"QL - 30 day(s),OC"
erlotinib hcl tabs 150 mg,1,"QL - 30 day(s),OC"
erlotinib hcl tabs 25 mg,1,"QL - 30 day(s),OC"
ERWINAZE SOLR 10000 UNIT [asparaginase erwinia chrysanthemi],2,MB
etoposide caps 50 mg,2,OC
exemestane tabs 25 mg,1,"OC,PREV"
fludarabine phosphate solr 50 mg,1,MB
fluorouracil soln 1 gm/20ml,1,MB
fluorouracil soln 2.5 gm/50ml,1,MB
fluorouracil soln 5 gm/100ml,1,MB
fluorouracil soln 500 mg/10ml,1,MB
flutamide caps 125 mg,1,OC
fulvestrant soln 250 mg/5ml,1,"QL - 30 day(s),MB"
GAZYVA SOLN 1000 MG/40ML [obinutuzumab],4,"QL - 30 day(s),MB"
gemcitabine hcl solr 200 mg,1,MB
GEMZAR SOLR 1 GM [gemcitabine hcl],4,MB
GLEOSTINE CAPS 10 MG [lomustine],2,OC
GLEOSTINE CAPS 100 MG [lomustine],2,OC
GLEOSTINE CAPS 40 MG [lomustine],2,OC
GLEOSTINE CAPS 5 MG [lomustine],2,OC
HALAVEN SOLN 1 MG/2ML [eribulin mesylate],4,MB
HERCEPTIN SOLR 150 MG [trastuzumab],4,"QL - 30 day(s),MB"
HEXALEN CAPS 50 MG [altretamine],4,"QL - 30 day(s),OC"
HYCAMTIN CAPS 0.25 MG [topotecan hcl],4,"QL - 30 day(s),OC"
HYCAMTIN CAPS 1 MG [topotecan hcl],4,"QL - 30 day(s),OC"
hydroxyurea caps 500 mg,1,OC
IBRANCE CAPS 100 MG [palbociclib],4,"QL - 30 day(s),OC"
IBRANCE CAPS 125 MG [palbociclib],4,"QL - 30 day(s),OC"
IBRANCE CAPS 75 MG [palbociclib],4,"QL - 30 day(s),OC"
IBRANCE TABS 100 MG [palbociclib],2,QL - 30 day(s)
IBRANCE TABS 125 MG [palbociclib],2,QL - 30 day(s)
IBRANCE TABS 75 MG [palbociclib],2,QL - 30 day(s)
IDAMYCIN PFS SOLN 10 MG/10ML [idarubicin hcl],2,MB
IDAMYCIN PFS SOLN 20 MG/20ML [idarubicin hcl],2,MB
idarubicin hcl soln 5 mg/5ml,1,MB
IFOSFAMIDE SOLR 1 GM [ifosfamide],1,MB
imatinib mesylate tabs 100 mg,1,OC
imatinib mesylate tabs 400 mg,1,OC
IMBRUVICA CAPS 140 MG [ibrutinib],4,"QL - 30 day(s),OC"
IMBRUVICA CAPS 70 MG [ibrutinib],4,"QL - 30 day(s),OC"
IMBRUVICA TABS 140 MG [ibrutinib],4,"QL - 30 day(s),OC"
IMBRUVICA TABS 280 MG [ibrutinib],4,"QL - 30 day(s),OC"
IMBRUVICA TABS 420 MG [ibrutinib],4,"QL - 30 day(s),OC"
IMBRUVICA TABS 560 MG [ibrutinib],4,"QL - 30 day(s),OC"
INTRON A SOLN 10000000 UNIT/ML [interferon alfa- 2b],4,"QL - 30 day(s),MB"
INTRON A SOLN 6000000 UNIT/ML [interferon alfa- 2b],4,"QL - 30 day(s),MB"
INTRON A SOLR 10000000 UNIT [interferon alfa-2b],2,"QL - 30 day(s),MB"
INTRON A SOLR 18000000 UNIT [interferon alfa-2b],4,"QL - 30 day(s),MB"
INTRON A SOLR 50000000 UNIT [interferon alfa-2b],4,"QL - 30 day(s),MB"
IRESSA TABS 250 MG [gefitinib],2,"QL - 30 day(s),OC"
irinotecan hcl soln 500 mg/25ml,1,MB
ISTODAX (OVERFILL) SOLR 10 MG [romidepsin],2,MB
IXEMPRA KIT SOLR 15 MG [ixabepilone],4,"QL - 30 day(s),MB"
IXEMPRA KIT SOLR 45 MG [ixabepilone],4,"QL - 30 day(s),MB"
JAKAFI TABS 10 MG [ruxolitinib phosphate],4,"QL - 30 day(s),OC"
JAKAFI TABS 15 MG [ruxolitinib phosphate],4,"QL - 30 day(s),OC"
JAKAFI TABS 20 MG [ruxolitinib phosphate],4,"QL - 30 day(s),OC"
JAKAFI TABS 25 MG [ruxolitinib phosphate],4,"QL - 30 day(s),OC"
JAKAFI TABS 5 MG [ruxolitinib phosphate],4,"QL - 30 day(s),OC"
JEVTANA SOLN 60 MG/1.5ML [cabazitaxel],4,MB
KADCYLA SOLR 100 MG [ado-trastuzumab emtansine],4,"QL - 30 day(s),MB"
KADCYLA SOLR 160 MG [ado-trastuzumab emtansine],4,"QL - 30 day(s),MB"
KANJINTI SOLR 420 MG [trastuzumab-anns],4,MB
KEYTRUDA SOLN 100 MG/4ML [pembrolizumab],4,"QL - 30 day(s),MB"
KYPROLIS SOLR 10 MG [carfilzomib],4,"QL - 30 day(s),MB"
KYPROLIS SOLR 30 MG [carfilzomib],4,"QL - 30 day(s),MB"
KYPROLIS SOLR 60 MG [carfilzomib],4,"QL - 30 day(s),MB"
LENVIMA (10 MG DAILY DOSE) CPPK 10 MG [lenvatinib mesylate],4,"QL - 30 day(s),OC"
LENVIMA (14 MG DAILY DOSE) CPPK 10 & 4 MG [lenvatinib mesylate],4,"QL - 30 day(s),OC"
LENVIMA (20 MG DAILY DOSE) CPPK 2 x 10 MG [lenvatinib mesylate],4,"QL - 30 day(s),OC"
LENVIMA (24 MG DAILY DOSE) CPPK 2 x 10 MG & 4 MG [lenvatinib mesylate],4,"QL - 30 day(s),OC"
letrozole tabs 2.5 mg,1,OC
LEUKERAN TABS 2 MG [chlorambucil],2,OC
leuprolide acetate kit 1 mg/0.2ml,1,MB
LONSURF TABS 15-6.14 MG [trifluridine-tipiracil],4,"QL - 30 day(s),OC"
LONSURF TABS 20-8.19 MG [trifluridine-tipiracil],4,"QL - 30 day(s),OC"
LORBRENA TABS 100 MG [lorlatinib],4,"QL - 30 day(s),OC"
LORBRENA TABS 25 MG [lorlatinib],4,"QL - 30 day(s),OC"
LUPRON DEPOT (1-MONTH) KIT 3.75 MG [leuprolide acetate],2,MB
LUPRON DEPOT (1-MONTH) KIT 7.5 MG [leuprolide acetate],2,MB
LUPRON DEPOT (3-MONTH) KIT 11.25 MG [leuprolide acetate (3 month)],2,MB
LUPRON DEPOT (3-MONTH) KIT 22.5 MG [leuprolide acetate (3 month)],2,MB
LUPRON DEPOT (4-MONTH) KIT 30 MG [leuprolide acetate (4 month)],2,MB
LUPRON DEPOT (6-MONTH) KIT 45 MG [leuprolide acetate (6 month)],2,MB
LUPRON DEPOT-PED (1-MONTH) KIT 11.25 MG [leuprolide acetate (cpp)],2,MB
LUPRON DEPOT-PED (1-MONTH) KIT 15 MG [leuprolide acetate (cpp)],2,MB
LUPRON DEPOT-PED (1-MONTH) KIT 7.5 MG [leuprolide acetate (cpp)],2,MB
LUPRON DEPOT-PED (3-MONTH) KIT 11.25 MG (PED) [leuprolide acetate (cpp) (3 month)],2,MB
LUPRON DEPOT-PED (3-MONTH) KIT 30 MG (PED) [leuprolide acetate (cpp) (3 month)],2,MB
LYNPARZA TABS 100 MG [olaparib],4,"QL - 30 day(s),OC"
LYNPARZA TABS 150 MG [olaparib],4,"QL - 30 day(s),OC"
LYSODREN TABS 500 MG [mitotane],2,"QL - 30 day(s),OC"
MARQIBO SUSP 5 MG/31ML [vincristine sulfate liposome],4,"QL - 30 day(s),MB"
MATULANE CAPS 50 MG [procarbazine hcl],4,"QL - 30 day(s),OC"
megestrol acetate susp 40 mg/ml,1,OC
megestrol acetate susp 400 mg/10ml,1,OC
megestrol acetate tabs 20 mg,1,OC
megestrol acetate tabs 40 mg,1,OC
MEKINIST TABS 0.5 MG [trametinib dimethyl sulfoxide],2,"QL - 30 day(s),OC"
MEKINIST TABS 2 MG [trametinib dimethyl sulfoxide],2,"QL - 30 day(s),OC"
melphalan hcl solr 50 mg,1,MB
mercaptopurine tabs 50 mg,1,OC
methotrexate sodium (pf) soln 50 mg/2ml,1,MB
METHOTREXATE SODIUM SOLN 50 MG/2ML [methotrexate sodium],1,MB
methotrexate sodium solr 1 gm,1,MB
methotrexate tabs 2.5 mg,1,OC
mitomycin solr 20 mg,1,MB
mitomycin solr 40 mg,1,MB
mitomycin solr 5 mg,1,MB
mitoxantrone hcl conc 25 mg/12.5ml,1,MB
MUSTARGEN SOLR 10 MG [mechlorethamine hcl],2,MB
MVASI SOLN 100 MG/4ML [bevacizumab-awwb],4,MB
MYLERAN TABS 2 MG [busulfan],4,OC
NEXAVAR TABS 200 MG [sorafenib tosylate],4,"QL - 30 day(s),OC"
NINLARO CAPS 2.3 MG [ixazomib citrate],4,"QL - 30 day(s),OC"
NINLARO CAPS 3 MG [ixazomib citrate],4,"QL - 30 day(s),OC"
NINLARO CAPS 4 MG [ixazomib citrate],4,"QL - 30 day(s),OC"
ODOMZO CAPS 200 MG [sonidegib phosphate],4,"QL - 30 day(s),OC"
ONCASPAR SOLN 750 UNIT/ML [pegaspargase],4,MB
OPDIVO SOLN 100 MG/10ML [nivolumab],4,"QL - 30 day(s),MB"
OPDIVO SOLN 40 MG/4ML [nivolumab],4,"QL - 30 day(s),MB"
oxaliplatin soln 100 mg/20ml,1,MB
oxaliplatin soln 50 mg/10ml,1,MB
paclitaxel conc 300 mg/50ml,1,MB
pentostatin inj 10mg,1,MB
PERJETA SOLN 420 MG/14ML [pertuzumab],4,"QL - 30 day(s),MB"
POMALYST CAPS 1 MG [pomalidomide],4,"QL - 30 day(s),OC"
POMALYST CAPS 2 MG [pomalidomide],4,"QL - 30 day(s),OC"
POMALYST CAPS 3 MG [pomalidomide],4,"QL - 30 day(s),OC"
POMALYST CAPS 4 MG [pomalidomide],4,"QL - 30 day(s),OC"
PROLEUKIN SOLR 22000000 UNIT [aldesleukin],4,"QL - 30 day(s),MB"
PURIXAN SUSP 2000 MG/100ML [mercaptopurine],4,"QL - 30 day(s),OC"
REVLIMID CAPS 10 MG [lenalidomide],2,"QL - 30 day(s),OC"
REVLIMID CAPS 15 MG [lenalidomide],2,"QL - 30 day(s),OC"
REVLIMID CAPS 2.5 MG [lenalidomide],2,"QL - 30 day(s),OC"
REVLIMID CAPS 20 MG [lenalidomide],2,"QL - 30 day(s),OC"
REVLIMID CAPS 25 MG [lenalidomide],2,"QL - 30 day(s),OC"
REVLIMID CAPS 5 MG [lenalidomide],2,"QL - 30 day(s),OC"
RITUXAN SOLN 100 MG/10ML [rituximab],2,MB
RITUXAN SOLN 500 MG/50ML [rituximab],2,MB
romidepsin solr 10 mg,4,MB
ROZLYTREK CAPS 100 MG [entrectinib],2,QL - 30 day(s)
ROZLYTREK CAPS 200 MG [entrectinib],2,QL - 30 day(s)
RYDAPT CAPS 25 MG [midostaurin],4,"QL - 30 day(s),OC"
SPRYCEL TABS 100 MG [dasatinib],4,"QL - 30 day(s),OC"
SPRYCEL TABS 140 MG [dasatinib],4,"QL - 30 day(s),OC"
SPRYCEL TABS 20 MG [dasatinib],4,"QL - 30 day(s),OC"
SPRYCEL TABS 50 MG [dasatinib],4,"QL - 30 day(s),OC"
SPRYCEL TABS 70 MG [dasatinib],4,"QL - 30 day(s),OC"
SPRYCEL TABS 80 MG [dasatinib],4,"QL - 30 day(s),OC"
STIVARGA TABS 40 MG [regorafenib],4,"QL - 30 day(s),OC"
SUTENT CAPS 12.5 MG [sunitinib malate],4,"QL - 30 day(s),OC"
SUTENT CAPS 25 MG [sunitinib malate],4,"QL - 30 day(s),OC"
SUTENT CAPS 37.5 MG [sunitinib malate],4,"QL - 30 day(s),OC"
SUTENT CAPS 50 MG [sunitinib malate],4,"QL - 30 day(s),OC"
SYLVANT SOLR 100 MG [siltuximab],4,"QL - 30 day(s),MB"
SYLVANT SOLR 400 MG [siltuximab],4,"QL - 30 day(s),MB"
TABLOID TABS 40 MG [thioguanine],2,OC
TAFINLAR CAPS 50 MG [dabrafenib mesylate],4,"QL - 30 day(s),OC"
TAFINLAR CAPS 75 MG [dabrafenib mesylate],4,"QL - 30 day(s),OC"
TAGRISSO TABS 40 MG [osimertinib mesylate],4,"QL - 30 day(s),OC"
TAGRISSO TABS 80 MG [osimertinib mesylate],4,"QL - 30 day(s),OC"
tamoxifen citrate tabs 10 mg,1,"OC,PREV"
tamoxifen citrate tabs 20 mg,1,"OC,PREV"
TARCEVA TABS 100 MG [erlotinib hcl],4,"QL - 30 day(s),OC"
TARCEVA TABS 150 MG [erlotinib hcl],4,"QL - 30 day(s),OC"
TARCEVA TABS 25 MG [erlotinib hcl],4,"QL - 30 day(s),OC"
TARGRETIN CAPS 75 MG [bexarotene],2,OC
TASIGNA CAPS 150 MG [nilotinib hcl],4,"QL - 30 day(s),OC"
TASIGNA CAPS 200 MG [nilotinib hcl],4,"QL - 30 day(s),OC"
TAXOTERE INJ 80MG/2ML [docetaxel],4,MB
TECENTRIQ SOLN 1200 MG/20ML [atezolizumab],4,"QL - 30 day(s),MB"
temozolomide caps 100 mg,1,OC
temozolomide caps 140 mg,1,OC
temozolomide caps 180 mg,1,OC
temozolomide caps 20 mg,1,OC
temozolomide caps 250 mg,1,OC
temozolomide caps 5 mg,1,OC
TENIPOSIDE SOLN 10 MG/ML [teniposide],2,MB
thiotepa solr 15 mg,1,MB
[Etoposide] TOPOSAR SOLN 100 MG/5ML,1,MB
topotecan hcl solr 4 mg,1,MB
TORISEL SOLN 25 MG/ML [temsirolimus],4,MB
TREANDA SOLR 100 MG [bendamustine hcl],4,MB
tretinoin caps 10 mg,1,"QL - 30 day(s),OC"
TRISENOX SOLN 12 MG/6ML [arsenic trioxide],4,"QL - 30 day(s),MB"
TYKERB TABS 250 MG [lapatinib ditosylate],2,"QL - 30 day(s),OC"
UNITUXIN SOLN 17.5 MG/5ML [dinutuximab],4,"QL - 30 day(s),MB"
VELCADE SOLR 3.5 MG [bortezomib],4,MB
VENCLEXTA STARTING PACK TBPK 10 & 50 & 100 MG [venetoclax],4,"QL - 30 day(s),OC"
VENCLEXTA TABS 10 MG [venetoclax],4,"QL - 30 day(s),OC"
VENCLEXTA TABS 100 MG [venetoclax],4,"QL - 30 day(s),OC"
VENCLEXTA TABS 50 MG [venetoclax],4,"QL - 30 day(s),OC"
vinblastine sulfate soln 1 mg/ml,2,MB
vincristine sulfate soln 1 mg/ml,1,MB
vinorelbine tartrate soln 10 mg/ml,1,MB
vinorelbine tartrate soln 50 mg/5ml,1,MB
VOTRIENT TABS 200 MG [pazopanib hcl],2,"QL - 30 day(s),OC"
VYXEOS SUSR 44-100 MG [daunorubicin-cytarabine liposome],4,"QL - 30 day(s),MB"
XALKORI CAPS 200 MG [crizotinib],4,"QL - 30 day(s),OC"
XALKORI CAPS 250 MG [crizotinib],4,"QL - 30 day(s),OC"
XGEVA SOLN 120 MG/1.7ML [denosumab],4,QL - 30 day(s)
XTANDI CAPS 40 MG [enzalutamide],4,"QL - 30 day(s),OC"
YERVOY SOLN 200 MG/40ML [ipilimumab],4,MB
YERVOY SOLN 50 MG/10ML [ipilimumab],4,MB
YONDELIS SOLR 1 MG [trabectedin],4,"QL - 30 day(s),MB"
ZANOSAR SOLR 1 GM [streptozocin],4,MB
ZEJULA CAPS 100 MG [niraparib tosylate],4,"QL - 30 day(s),OC"
ZELBORAF TABS 240 MG [vemurafenib],2,"QL - 30 day(s),OC"
ZYDELIG TABS 100 MG [idelalisib],4,"QL - 30 day(s),OC"
ZYDELIG TABS 150 MG [idelalisib],4,"QL - 30 day(s),OC"
ZYKADIA CAPS 150 MG [ceritinib],4,"QL - 30 day(s),OC"
ZYKADIA TABS 150 MG [ceritinib],4,"QL - 30 day(s),OC"
ZYTIGA TABS 500 MG [abiraterone acetate],4,"QL - 30 day(s),OC"
ATROPINE SULFATE SOLN 0.4 MG/ML [atropine sulfate],2,MB
ATROPINE SULFATE SOLN 1 MG/ML [atropine sulfate],1,MB
ATROPINE SULFATE SOLN 8 MG/20ML [atropine sulfate],1,MB
ATROPINE SULFATE SOSY 0.5 MG/5ML [atropine sulfate],2,MB
ATROVENT HFA AERS 17 MCG/ACT [ipratropium bromide hfa],2,
BELLADONNA ALKALOIDS-OPIUM SUPP 16.2-30 MG [belladonna alkaloids & opium],2,
BELLADONNA ALKALOIDS-OPIUM SUPP 16.2-60 MG [belladonna alkaloids & opium],2,
BENTYL SOLN 10 MG/ML [dicyclomine hcl],2,MB
CHLORDIAZEPOXIDE-CLIDINIUM CAPS 5-2.5 MG [chlordiazepoxide hcl-clidinium bromide],1,
CUVPOSA SOLN 1 MG/5ML [glycopyrrolate],2,
dicyclomine hcl caps 10 mg,1,
dicyclomine hcl soln 10 mg/5ml,1,
dicyclomine hcl tabs 20 mg,1,
DONNATAL ELIX 16.2 MG/5ML [phenobarbital- hyoscyamine-atropine-scopolamine],2,
DONNATAL TABS 16.2 MG [phenobarbital- hyoscyamine-atropine-scopolamine],1,
glycopyrrolate soln 0.2 mg/ml,1,MB
glycopyrrolate soln 0.4 mg/2ml,1,MB
glycopyrrolate soln 1 mg/5ml,1,MB
glycopyrrolate soln 4 mg/20ml,1,MB
glycopyrrolate tabs 1 mg,1,
glycopyrrolate tabs 2 mg,1,
HYOSCYAMINE SULFATE ER TB12 0.375 MG [hyoscyamine sulfate],1,
HYOSCYAMINE SULFATE SUBL 0.125 MG [hyoscyamine sulfate],1,
HYOSCYAMINE SULFATE TABS 0.125 MG [hyoscyamine sulfate],1,
HYOSCYAMINE SULFATE TBDP 0.125 MG [hyoscyamine sulfate],1,
HYOSYNE ELIX 0.125 MG/5ML [hyoscyamine sulfate],1,
HYOSYNE SOLN 0.125 MG/ML [hyoscyamine sulfate],1,
ipratropium bromide soln 0.02 %,1,
ipratropium bromide soln 0.03 %,1,
LEVSIN SOLN 0.5 MG/ML [hyoscyamine sulfate],2,MB
propantheline bromide tabs 15 mg,2,
SPIRIVA RESPIMAT AERS 2.5 MCG/ACT [tiotropium bromide monohydrate],2,
STIOLTO RESPIMAT AERS 2.5-2.5 MCG/ACT [tiotropium bromide-olodaterol hcl],2,
CHANTIX CONTINUING MONTH PAK TABS 1 MG [varenicline tartrate],2,PREV
CHANTIX STARTING MONTH PAK TABS 0.5 MG X 11 & 1 MG X 42 [varenicline tartrate],2,PREV
CHANTIX TABS 0.5 MG [varenicline tartrate],2,PREV
CHANTIX TABS 1 MG [varenicline tartrate],2,PREV
nicotine polacrilex lozg 4 mg,1,PREV
NICORETTE GUM 2 MG [nicotine polacrilex],2,PREV
NICORETTE LOZG 2 MG [nicotine polacrilex],2,PREV
NICORETTE LOZG 4 MG [nicotine polacrilex],2,PREV
NICORETTE MINI LOZG 2 MG [nicotine polacrilex],2,PREV
nicotine polacrilex gum 2 mg,1,PREV
nicotine polacrilex gum 4 mg,1,PREV
nicotine polacrilex lozg 2 mg,1,PREV
nicotine pt24 14 mg/24hr,1,PREV
nicotine pt24 21 mg/24hr,1,PREV
nicotine pt24 7 mg/24hr,1,PREV
bethanechol chloride tabs 10 mg,1,
bethanechol chloride tabs 25 mg,1,
bethanechol chloride tabs 5 mg,1,
bethanechol chloride tabs 50 mg,1,
donepezil hcl tabs 10 mg,1,
DONEPEZIL HCL TABS 5 MG [donepezil hydrochloride],1,
donepezil hcl tbdp 10 mg,1,
donepezil hcl tbdp 5 mg,1,
[Edrophonium Chloride] ENLON SOLN 10 MG/ML,2,MB
galantamine hydrobromide er cp24 16 mg,1,
galantamine hydrobromide er cp24 24 mg,1,
GALANTAMINE HYDROBROMIDE ER CP24 8 MG [galantamine hydrobromide],1,
galantamine hydrobromide tabs 12 mg,1,
galantamine hydrobromide tabs 4 mg,1,
galantamine hydrobromide tabs 8 mg,1,
GUANIDINE HCL TABS 125 MG [guanidine hcl],2,
MESTINON SOLN 60 MG/5ML [pyridostigmine bromide],2,
MESTINON TBCR 180 MG [pyridostigmine bromide],2,
NEOSTIGMINE METHYLSULFATE SOLN 0.5 MG/ML [neostigmine methylsulfate],1,MB
NEOSTIGMINE METHYLSULFATE SOLN 10 MG/10ML [neostigmine methylsulfate],2,MB
PHYSOSTIGMINE SALICYLATE SOLN 1 MG/ML [physostigmine salicylate],2,MB
pilocarpine hcl tabs 5 mg,1,
pyridostigmine bromide er tbcr 180 mg,1,
pyridostigmine bromide tabs 60 mg,1,
REGONOL SOLN 10 MG/2ML [pyridostigmine bromide],2,MB
atracurium besylate soln 100 mg/10ml,1,MB
atracurium besylate soln 50 mg/5ml,1,MB
baclofen tabs 10 mg,1,
baclofen tabs 20 mg,1,
cisatracurium besylate (pf) soln 10 mg/5ml,1,MB
cisatracurium besylate (pf) soln 200 mg/20ml,1,MB
cisatracurium besylate soln 20 mg/10ml,1,MB
cyclobenzaprine hcl tabs 10 mg,1,
cyclobenzaprine hcl tabs 5 mg,1,
dantrolene sodium caps 100 mg,1,
dantrolene sodium caps 25 mg,1,
dantrolene sodium caps 50 mg,1,
GABLOFEN SOLN 10000 MCG/20ML [baclofen],2,MB
GABLOFEN SOLN 20000 MCG/20ML [baclofen],2,MB
GABLOFEN SOLN 40000 MCG/20ML [baclofen],2,MB
GABLOFEN SOSY 10000 MCG/20ML [baclofen],2,MB
GABLOFEN SOSY 20000 MCG/20ML [baclofen],2,MB
GABLOFEN SOSY 40000 MCG/20ML [baclofen],2,MB
GABLOFEN SOSY 50 MCG/ML [baclofen],2,MB
methocarbamol tabs 500 mg,1,
methocarbamol tabs 750 mg,1,
pancuronium bromide soln 1 mg/ml,1,MB
QUELICIN SOLN 20 MG/ML [succinylcholine chloride],2,MB
rocuronium bromide soln 100 mg/10ml,1,MB
rocuronium bromide soln 50 mg/5ml,1,MB
RYANODEX SUSR 250 MG [dantrolene sodium],2,MB
tizanidine hcl tabs 2 mg,1,
tizanidine hcl tabs 4 mg,1,
vecuronium bromide solr 10 mg,1,MB
vecuronium bromide solr 20 mg,1,MB
dihydroergotamine mesylate soln 1 mg/ml,1,MB
[Ergotamine Tartrate] ERGOMAR SUBL 2 MG,1,
guanfacine hcl tabs 1 mg,1,
guanfacine hcl tabs 2 mg,1,
MIGRANAL SOLN 4 MG/ML [dihydroergotamine mesylate],2,
phenoxybenzamine hcl caps 10 mg,1,
phentolamine mesylate solr 5 mg,1,MB
ADVAIR DISKUS AEPB 100-50 MCG/DOSE [fluticasone-salmeterol],1,
ADVAIR DISKUS AEPB 250-50 MCG/DOSE [fluticasone-salmeterol],2,
ADVAIR DISKUS AEPB 500-50 MCG/DOSE [fluticasone-salmeterol],1,
albuterol sulfate nebu (2.5 mg/3ml) 0.083%,1,
albuterol sulfate nebu (5 mg/ml) 0.5%,1,
albuterol sulfate nebu 0.63 mg/3ml,1,
albuterol sulfate nebu 1.25 mg/3ml,1,
albuterol sulfate nebu 2.5 mg/0.5ml,1,
albuterol sulfate syrp 2 mg/5ml,1,
albuterol sulfate tabs 2 mg,1,
albuterol sulfate tabs 4 mg,1,
dobutamine hcl soln 250 mg/20ml,1,MB
DOBUTAMINE IN D5W SOLN 1-5 MG/ML-% [dobutamine in d5w],1,MB
DOBUTAMINE IN D5W SOLN 2 MG/ML [dobutamine in d5w],1,MB
dopamine hcl inj 80mg/ml,1,MB
dopamine hcl soln 160 mg/ml,2,MB
DOPAMINE HCL SOLN 40 MG/ML [dopamine hcl],1,MB
dopamine hcl soln 80 mg/ml,1,MB
DOPAMINE IN D5W SOLN 0.8-5 MG/ML-% [dopamine in d5w],1,MB
DOPAMINE IN D5W SOLN 1.6-5 MG/ML-% [dopamine in d5w],1,MB
DOPAMINE IN D5W SOLN 3.2-5 MG/ML-% [dopamine in d5w],1,MB
EPINEPHRINE PF SOLN 1 MG/ML [epinephrine],1,MB
epinephrine soaj 0.15 mg/0.15ml,1,MB
EPINEPHRINE SOLN 30 MG/30ML [epinephrine],1,MB
EPINEPHRINE SOSY 1 MG/10ML [epinephrine],1,MB
EPIPEN 2-PAK SOAJ 0.3 MG/0.3ML [epinephrine (anaphylaxis)],2,
